"2013-11-29","50","IBM","150.7113","11","1650"
"2013-11-29","50","ABM","25.1418","3","75"
"2018-11-27","60","IBM","120.03","4","480"
"2018-11-27","50","IBM","120.03","3","360"
"2018-11-27","50","NFLX","266.63","3","798"
